Id,Label,timeset,modularity_class
P41223|BUD31_HUMAN,,,10
Q16629|SRSF7_HUMAN,,,10
Q9Y5X2|SNX8_HUMAN,,,3
O00401|WASL_HUMAN,,,3
P17081|RHOQ_HUMAN,,,3
O43516|WIPF1_HUMAN,,,3
O15144|ARPC2_HUMAN,,,13
Q9NZM3|ITSN2_HUMAN,,,3
Q96RU3|FNBP1_HUMAN,,,3
O15145|ARPC3_HUMAN,,,13
O76064|RNF8_HUMAN,,,1
Q12904|AIMP1_HUMAN,,,10
Q15113|PCOC1_HUMAN,,,3
Q9NW13|RBM28_HUMAN,,,10
P50914|RL14_HUMAN,,,10
Q9Y221|NIP7_HUMAN,,,10
P05121|PAI1_HUMAN,,,7
P08246|ELNE_HUMAN,,,7
P00734|THRB_HUMAN,,,7
O60568|PLOD3_HUMAN,,,10
Q9NP97|DLRB1_HUMAN,,,4
P25100|ADA1D_HUMAN,,,0
Q96QF0|RAB3I_HUMAN,,,11
Q96KQ7|EHMT2_HUMAN,,,1
P35244|RFA3_HUMAN,,,1
P12956|XRCC6_HUMAN,,,1
P59998|ARPC4_HUMAN,,,13
O00255|MEN1_HUMAN,,,1
Q9BVW5|TIPIN_HUMAN,,,1
P35249|RFC4_HUMAN,,,10
P54132|BLM_HUMAN,,,1
Q6PCD5|RFWD3_HUMAN,,,15
Q9Y3D6|FIS1_HUMAN,,,2
Q8TB36|GDAP1_HUMAN,,,2
Q8IUK5|PLDX1_HUMAN,,,3
Q14494|NF2L1_HUMAN,,,12
Q96FJ2|DYL2_HUMAN,,,19
Q9H8M2|BRD9_HUMAN,,,1
Q8IZQ1|WDFY3_HUMAN,,,15
Q9BYV8|CEP41_HUMAN,,,15
O75146|HIP1R_HUMAN,,,13
Q5EB52|MEST_HUMAN,,,21
Q15008|PSMD6_HUMAN,,,5
Q0PNE2|ELP6_HUMAN,,,5
Q9BZH6|WDR11_HUMAN,,,5
O95817|BAG3_HUMAN,,,25
Q9UBT2|SAE2_HUMAN,,,15
Q969U7|PSMG2_HUMAN,,,5
Q9BYC8|RM32_HUMAN,,,2
Q9BYD6|RM01_HUMAN,,,2
P26373|RL13_HUMAN,,,10
Q9HD33|RM47_HUMAN,,,2
Q96A35|RM24_HUMAN,,,2
Q9BYC9|RM20_HUMAN,,,2
Q9NWU5|RM22_HUMAN,,,2
Q8IUX7|AEBP1_HUMAN,,,0
P15923|TFE2_HUMAN,,,0
P35557|HXK4_HUMAN,,,25
Q14397|GCKR_HUMAN,,,1
Q9BQE9|BCL7B_HUMAN,,,1
Q9UKX7|NUP50_HUMAN,,,14
O15498|YKT6_HUMAN,,,25
P49356|FNTB_HUMAN,,,9
Q8N6S5|AR6P6_HUMAN,,,25
Q15417|CNN3_HUMAN,,,25
Q9Y2H8|ZN510_HUMAN,,,12
Q15796|SMAD2_HUMAN,,,1
Q9NZZ3|CHMP5_HUMAN,,,15
P51532|SMCA4_HUMAN,,,1
Q92734|TFG_HUMAN,,,15
P60468|SC61B_HUMAN,,,2
Q9UGP8|SEC63_HUMAN,,,2
O94822|LTN1_HUMAN,,,7
Q9H0F7|ARL6_HUMAN,,,19
P16152|CBR1_HUMAN,,,25
P07358|CO8B_HUMAN,,,7
O60869|EDF1_HUMAN,,,1
Q7Z333|SETX_HUMAN,,,1
Q9BVC4|LST8_HUMAN,,,8
Q9H2X6|HIPK2_HUMAN,,,1
Q9P0W2|HM20B_HUMAN,,,1
Q9H7C4|SYNCI_HUMAN,,,0
O95045|UPP2_HUMAN,,,0
P22392|NDKB_HUMAN,,,25
P80723|BASP1_HUMAN,,,13
P15090|FABP4_HUMAN,,,3
P05106|ITB3_HUMAN,,,3
Q9BW27|NUP85_HUMAN,,,14
O75955|FLOT1_HUMAN,,,2
P60022|DEFB1_HUMAN,,,3
Q9BXM7|PINK1_HUMAN,,,19
P47712|PA24A_HUMAN,,,1
Q8WV28|BLNK_HUMAN,,,3
P04626|ERBB2_HUMAN,,,3
Q7L591|DOK3_HUMAN,,,3
P10745|RET3_HUMAN,,,1
P09874|PARP1_HUMAN,,,1
O95361|TRI16_HUMAN,,,1
O95260|ATE1_HUMAN,,,19
P24386|RAE1_HUMAN,,,2
Q4G0F5|VP26B_HUMAN,,,15
O43247|TEX33_HUMAN,,,19
O60383|GDF9_HUMAN,,,9
Q96FV3|TSN17_HUMAN,,,2
Q02750|MP2K1_HUMAN,,,12
P19883|FST_HUMAN,,,9
P35580|MYH10_HUMAN,,,13
P02774|VTDB_HUMAN,,,13
P50991|TCPD_HUMAN,,,19
P16581|LYAM2_HUMAN,,,3
Q9BWM7|SFXN3_HUMAN,,,2
Q9BSJ8|ESYT1_HUMAN,,,5
Q04941|PLP2_HUMAN,,,2
P45880|VDAC2_HUMAN,,,2
Q9H668|STN1_HUMAN,,,21
Q96AP0|ACD_HUMAN,,,1
Q96HR3|MED30_HUMAN,,,21
Q5SW96|ARH_HUMAN,,,13
Q9NVC6|MED17_HUMAN,,,21
Q9UKB3|DJC12_HUMAN,,,19
P14672|GTR4_HUMAN,,,25
Q9NR55|BATF3_HUMAN,,,12
P46108|CRK_HUMAN,,,3
Q96LA8|ANM6_HUMAN,,,1
Q96GM1|LPPR2_HUMAN,,,19
P30405|PPIF_HUMAN,,,2
Q9P2E9|RRBP1_HUMAN,,,2
Q06124|PTN11_HUMAN,,,3
Q9BZK7|TBL1R_HUMAN,,,1
Q8N183|MIMIT_HUMAN,,,2
P10147|CCL3_HUMAN,,,3
P26651|TTP_HUMAN,,,10
P51677|CCR3_HUMAN,,,3
Q9Y5J1|UTP18_HUMAN,,,10
O00566|MPP10_HUMAN,,,10
Q9Y5Z7|HCFC2_HUMAN,,,1
Q9P275|UBP36_HUMAN,,,10
P11678|PERE_HUMAN,,,19
Q9Y2K6|UBP20_HUMAN,,,15
Q7Z417|NUFP2_HUMAN,,,9
Q9BYQ2|KRA94_HUMAN,,,9
O75478|TAD2A_HUMAN,,,21
Q12874|SF3A3_HUMAN,,,10
Q9BXR5|TLR10_HUMAN,,,6
O95402|MED26_HUMAN,,,21
P41235|HNF4A_HUMAN,,,1
Q7KZI7|MARK2_HUMAN,,,12
O75586|MED6_HUMAN,,,21
Q9NY61|AATF_HUMAN,,,10
P49137|MAPK2_HUMAN,,,12
Q13315|ATM_HUMAN,,,1
Q8N9T8|KRI1_HUMAN,,,10
Q15649|ZNHI3_HUMAN,,,1
Q9H4G0|E41L1_HUMAN,,,5
Q15020|SART3_HUMAN,,,10
Q9BQ83|SLX1_HUMAN,,,5
P28072|PSB6_HUMAN,,,5
P52907|CAZA1_HUMAN,,,13
P83731|RL24_HUMAN,,,10
P35658|NU214_HUMAN,,,14
P63272|SPT4H_HUMAN,,,21
O14907|TX1B3_HUMAN,,,2
O14653|GOSR2_HUMAN,,,11
Q9NVS9|PNPO_HUMAN,,,25
Q93052|LPP_HUMAN,,,13
P23588|IF4B_HUMAN,,,10
Q13057|COASY_HUMAN,,,25
Q15118|PDK1_HUMAN,,,3
Q86Y97|SV422_HUMAN,,,1
P11309|PIM1_HUMAN,,,1
Q14839|CHD4_HUMAN,,,1
P51570|GALK1_HUMAN,,,25
Q9HCK5|AGO4_HUMAN,,,19
P17509|HXB6_HUMAN,,,1
P09629|HXB7_HUMAN,,,1
O75147|OBSL1_HUMAN,,,13
Q9Y5M8|SRPRB_HUMAN,,,2
P35637|FUS_HUMAN,,,10
Q02978|M2OM_HUMAN,,,2
Q96FC7|PHIPL_HUMAN,,,2
P00748|FA12_HUMAN,,,15
O95985|TOP3B_HUMAN,,,14
O95071|UBR5_HUMAN,,,15
O43776|SYNC_HUMAN,,,15
Q9BRJ2|RM45_HUMAN,,,2
Q15843|NEDD8_HUMAN,,,10
P49411|EFTU_HUMAN,,,10
P51398|RT29_HUMAN,,,2
Q6IPR1|LYRM5_HUMAN,,,2
P17174|AATC_HUMAN,,,25
P20333|TNR1B_HUMAN,,,6
P52815|RM12_HUMAN,,,2
Q9Y3D9|RT23_HUMAN,,,2
O75976|CBPD_HUMAN,,,0
Q08554|DSC1_HUMAN,,,0
Q96A33|CCD47_HUMAN,,,2
Q9Y3C7|MED31_HUMAN,,,21
Q9NPJ6|MED4_HUMAN,,,21
O43572|AKA10_HUMAN,,,4
Q9UJW0|DCTN4_HUMAN,,,4
P30838|AL3A1_HUMAN,,,11
P55851|UCP2_HUMAN,,,12
Q13151|ROA0_HUMAN,,,10
P98175|RBM10_HUMAN,,,10
Q6PJ61|FBX46_HUMAN,,,17
P11387|TOP1_HUMAN,,,10
P31942|HNRH3_HUMAN,,,10
P50616|TOB1_HUMAN,,,7
O94916|NFAT5_HUMAN,,,10
Q9HAS0|NJMU_HUMAN,,,0
Q9UHC3|ASIC3_HUMAN,,,0
P27105|STOM_HUMAN,,,2
P13500|CCL2_HUMAN,,,1
P41597|CCR2_HUMAN,,,3
P46092|CCR10_HUMAN,,,3
O95863|SNAI1_HUMAN,,,1
Q7RTS3|PTF1A_HUMAN,,,0
Q9NZK5|CECR1_HUMAN,,,1
P61244|MAX_HUMAN,,,1
Q96EY9|ADAT3_HUMAN,,,21
Q16531|DDB1_HUMAN,,,17
Q92985|IRF7_HUMAN,,,6
P10914|IRF1_HUMAN,,,1
Q06330|SUH_HUMAN,,,1
Q9P2A4|ABI3_HUMAN,,,3
P50552|VASP_HUMAN,,,3
Q13177|PAK2_HUMAN,,,3
Q9Y285|SYFA_HUMAN,,,15
Q7Z624|CMKMT_HUMAN,,,19
Q9UQ16|DYN3_HUMAN,,,3
P21810|PGS1_HUMAN,,,7
Q92743|HTRA1_HUMAN,,,9
P16070|CD44_HUMAN,,,3
Q15582|BGH3_HUMAN,,,7
Q02388|CO7A1_HUMAN,,,7
P08648|ITA5_HUMAN,,,3
O75616|ERAL1_HUMAN,,,2
Q4U2R6|RM51_HUMAN,,,2
Q96AG4|LRC59_HUMAN,,,10
P48039|MTR1A_HUMAN,,,0
P62424|RL7A_HUMAN,,,10
Q99832|TCPH_HUMAN,,,19
P61247|RS3A_HUMAN,,,10
Q9H0S4|DDX47_HUMAN,,,10
Q9NP62|GCM1_HUMAN,,,1
P61981|1433G_HUMAN,,,12
Q9H0K1|SIK2_HUMAN,,,19
Q93008|USP9X_HUMAN,,,15
P49368|TCPG_HUMAN,,,19
P54136|SYRC_HUMAN,,,10
Q14980|NUMA1_HUMAN,,,10
O43707|ACTN4_HUMAN,,,13
P04181|OAT_HUMAN,,,25
O94806|KPCD3_HUMAN,,,14
P51452|DUS3_HUMAN,,,3
O14936|CSKP_HUMAN,,,0
P42224|STAT1_HUMAN,,,3
Q16534|HLF_HUMAN,,,1
P12882|MYH1_HUMAN,,,12
Q9UQB9|AURKC_HUMAN,,,19
Q9NZC7|WWOX_HUMAN,,,10
P11055|MYH3_HUMAN,,,13
Q15475|SIX1_HUMAN,,,1
P04004|VTNC_HUMAN,,,10
P15692|VEGFA_HUMAN,,,3
Q8IXL6|DMP4_HUMAN,,,7
Q13829|BACD2_HUMAN,,,13
Q14315|FLNC_HUMAN,,,13
Q9H3F6|BACD3_HUMAN,,,13
A2RUU4|COLL1_HUMAN,,,2
Q5BJF2|TMM97_HUMAN,,,7
Q16774|KGUA_HUMAN,,,7
O15353|FOXN1_HUMAN,,,1
P31276|HXC13_HUMAN,,,1
P39880|CUX1_HUMAN,,,1
O14939|PLD2_HUMAN,,,3
P04075|ALDOA_HUMAN,,,25
P78406|RAE1L_HUMAN,,,14
P36543|VATE1_HUMAN,,,2
Q04760|LGUL_HUMAN,,,25
P20963|CD3Z_HUMAN,,,3
P28838|AMPL_HUMAN,,,13
Q06830|PRDX1_HUMAN,,,25
P80162|CXCL6_HUMAN,,,0
P25024|CXCR1_HUMAN,,,0
P14780|MMP9_HUMAN,,,7
Q6IE81|JADE1_HUMAN,,,1
P30968|GNRHR_HUMAN,,,7
P11498|PYC_HUMAN,,,2
Q8IV45|UN5CL_HUMAN,,,17
P61086|UBE2K_HUMAN,,,15
Q8WUB8|PHF10_HUMAN,,,1
Q16352|AINX_HUMAN,,,0
P13797|PLST_HUMAN,,,25
P60842|IF4A1_HUMAN,,,10
Q02556|IRF8_HUMAN,,,17
P11831|SRF_HUMAN,,,1
Q86VX2|COMD7_HUMAN,,,17
P10275|ANDR_HUMAN,,,1
P78545|ELF3_HUMAN,,,1
P0CAP1|MYZAP_HUMAN,,,21
P14618|KPYM_HUMAN,,,25
P48023|TNFL6_HUMAN,,,3
Q13426|XRCC4_HUMAN,,,1
Q9H2K2|TNKS2_HUMAN,,,1
P17947|SPI1_HUMAN,,,1
Q13352|CENPR_HUMAN,,,20
P22626|ROA2_HUMAN,,,10
P07477|TRY1_HUMAN,,,7
Q9UBI1|COMD3_HUMAN,,,17
Q15788|NCOA1_HUMAN,,,1
P48745|NOV_HUMAN,,,3
Q8N257|H2B3B_HUMAN,,,1
P35321|SPR1A_HUMAN,,,17
O00462|MANBA_HUMAN,,,19
Q6UWL6|KIRR2_HUMAN,,,19
Q9Y6K1|DNM3A_HUMAN,,,1
Q9NY12|GAR1_HUMAN,,,10
Q16637|SMN_HUMAN,,,10
P61353|RL27_HUMAN,,,10
Q6PI26|SHQ1_HUMAN,,,10
O14893|GEMI2_HUMAN,,,10
Q92973|TNPO1_HUMAN,,,14
Q14331|FRG1_HUMAN,,,10
Q7Z7G1|CLNK_HUMAN,,,3
Q9NRP7|STK36_HUMAN,,,19
P51813|BMX_HUMAN,,,3
Q8IXS0|F217A_HUMAN,,,3
Q8WWN8|ARAP3_HUMAN,,,3
Q9H114|CST1L_HUMAN,,,3
Q8TEY7|UBP33_HUMAN,,,0
P14921|ETS1_HUMAN,,,1
P02511|CRYAB_HUMAN,,,6
P43320|CRBB2_HUMAN,,,6
Q9UGI9|AAKG3_HUMAN,,,12
Q14790|CASP8_HUMAN,,,6
O75309|CAD16_HUMAN,,,6
P24385|CCND1_HUMAN,,,1
Q9Y255|PRLD1_HUMAN,,,2
O00154|BACH_HUMAN,,,25
P29965|CD40L_HUMAN,,,6
O75390|CISY_HUMAN,,,2
Q6P1N0|C2D1A_HUMAN,,,15
Q6UXS9|CASPC_HUMAN,,,6
Q1KMD3|HNRL2_HUMAN,,,10
P00709|LALBA_HUMAN,,,19
Q8IV38|ANKY2_HUMAN,,,13
Q9Y4X5|ARI1_HUMAN,,,15
Q6I9Y2|THOC7_HUMAN,,,14
Q13368|MPP3_HUMAN,,,0
Q00613|HSF1_HUMAN,,,19
P52597|HNRPF_HUMAN,,,10
Q15819|UB2V2_HUMAN,,,15
P55017|S12A3_HUMAN,,,19
Q9UII4|HERC5_HUMAN,,,15
Q9UNF0|PACN2_HUMAN,,,3
Q9H6R0|DHX33_HUMAN,,,10
Q96KC8|DNJC1_HUMAN,,,19
Q9NR96|TLR9_HUMAN,,,6
Q8TEW0|PARD3_HUMAN,,,12
P05161|ISG15_HUMAN,,,15
O60674|JAK2_HUMAN,,,3
Q9H1K0|RBNS5_HUMAN,,,2
Q9UHB9|SRP68_HUMAN,,,10
Q9UIF7|MUTYH_HUMAN,,,1
P31327|CPSM_HUMAN,,,19
P61073|CXCR4_HUMAN,,,3
O95816|BAG2_HUMAN,,,19
P09496|CLCA_HUMAN,,,13
Q96J94|PIWL1_HUMAN,,,19
Q86X40|LRC28_HUMAN,,,19
P25686|DNJB2_HUMAN,,,15
Q9UDY4|DNJB4_HUMAN,,,19
O75165|DJC13_HUMAN,,,19
P54253|ATX1_HUMAN,,,12
Q92630|DYRK2_HUMAN,,,19
Q969P5|FBX32_HUMAN,,,19
O14976|GAK_HUMAN,,,13
P30153|2AAA_HUMAN,,,19
P11274|BCR_HUMAN,,,3
P49257|LMAN1_HUMAN,,,2
Q99614|TTC1_HUMAN,,,15
Q96AZ1|MT21B_HUMAN,,,19
O43318|M3K7_HUMAN,,,6
Q13617|CUL2_HUMAN,,,17
Q92771|DDX12_HUMAN,,,19
Q15051|IQCB1_HUMAN,,,19
Q9H1C4|UN93B_HUMAN,,,2
Q11206|SIA4C_HUMAN,,,2
Q9BRX8|F213A_HUMAN,,,2
Q9NX62|IMPA3_HUMAN,,,2
P26447|S10A4_HUMAN,,,13
P06493|CDK1_HUMAN,,,1
Q8WWA0|ITLN1_HUMAN,,,19
O75604|UBP2_HUMAN,,,6
P55290|CAD13_HUMAN,,,13
P35251|RFC1_HUMAN,,,1
Q13562|NDF1_HUMAN,,,0
Q659A1|ICE2_HUMAN,,,1
O95758|PTBP3_HUMAN,,,10
P60006|APC15_HUMAN,,,20
Q96RD7|PANX1_HUMAN,,,6
P02656|APOC3_HUMAN,,,7
Q13651|I10R1_HUMAN,,,3
Q15583|TGIF1_HUMAN,,,1
Q6P9A2|GLT18_HUMAN,,,7
O94966|UBP19_HUMAN,,,2
Q92844|TANK_HUMAN,,,6
P30048|PRDX3_HUMAN,,,6
Q96B97|SH3K1_HUMAN,,,3
O75083|WDR1_HUMAN,,,25
O43464|HTRA2_HUMAN,,,6
P54826|GAS1_HUMAN,,,0
P60953|CDC42_HUMAN,,,3
Q7Z434|MAVS_HUMAN,,,6
Q9H0F6|SHRPN_HUMAN,,,6
O00193|SMAP_HUMAN,,,25
Q14974|IMB1_HUMAN,,,14
Q9Y2T3|GUAD_HUMAN,,,25
P16989|YBOX3_HUMAN,,,10
Q9Y224|CN166_HUMAN,,,10
P21291|CSRP1_HUMAN,,,25
P61421|VA0D1_HUMAN,,,2
Q8NE71|ABCF1_HUMAN,,,10
Q14684|RRP1B_HUMAN,,,10
P21583|SCF_HUMAN,,,3
Q8TAK6|OLIG1_HUMAN,,,3
P10912|GHR_HUMAN,,,3
Q86UT8|CCD84_HUMAN,,,10
O95777|LSM8_HUMAN,,,10
Q12769|NU160_HUMAN,,,14
Q14587|ZN268_HUMAN,,,1
Q8TDC3|BRSK1_HUMAN,,,12
P13688|CEAM1_HUMAN,,,3
Q92504|S39A7_HUMAN,,,15
P13612|ITA4_HUMAN,,,3
Q05397|FAK1_HUMAN,,,3
P60981|DEST_HUMAN,,,25
Q9NVD7|PARVA_HUMAN,,,13
P54762|EPHB1_HUMAN,,,3
O75914|PAK3_HUMAN,,,3
P41227|NAA10_HUMAN,,,5
Q14289|FAK2_HUMAN,,,3
O95373|IPO7_HUMAN,,,14
Q9Y6N5|SQRD_HUMAN,,,2
Q53S58|TM177_HUMAN,,,2
P05023|AT1A1_HUMAN,,,2
Q9Y277|VDAC3_HUMAN,,,2
Q9BYN8|RT26_HUMAN,,,2
Q9NW08|RPC2_HUMAN,,,21
O60264|SMCA5_HUMAN,,,1
O75575|RPC9_HUMAN,,,21
Q9UKN5|PRDM4_HUMAN,,,1
Q14242|SELPL_HUMAN,,,3
Q14254|FLOT2_HUMAN,,,2
P13611|CSPG2_HUMAN,,,7
Q9UHP3|UBP25_HUMAN,,,15
Q14165|MLEC_HUMAN,,,10
P07339|CATD_HUMAN,,,2
Q9NPF7|IL23A_HUMAN,,,15
P42701|I12R1_HUMAN,,,15
P08151|GLI1_HUMAN,,,1
P41743|KPCI_HUMAN,,,12
P09960|LKHA4_HUMAN,,,25
P26885|FKBP2_HUMAN,,,25
P41970|ELK3_HUMAN,,,12
Q969R8|ITFG2_HUMAN,,,13
Q9BQS6|HSPB9_HUMAN,,,13
Q16378|PROL4_HUMAN,,,3
P15311|EZRI_HUMAN,,,25
Q92747|ARC1A_HUMAN,,,13
Q8TBZ6|TM10A_HUMAN,,,13
P48552|NRIP1_HUMAN,,,1
P10916|MLRV_HUMAN,,,15
Q6P280|ZN529_HUMAN,,,0
O75969|AKAP3_HUMAN,,,4
Q5JQC9|AKAP4_HUMAN,,,4
Q9HAT0|ROP1A_HUMAN,,,4
P17181|INAR1_HUMAN,,,3
P14635|CCNB1_HUMAN,,,1
P20248|CCNA2_HUMAN,,,1
P36941|TNR3_HUMAN,,,6
Q8NEF3|CC112_HUMAN,,,6
Q9BUZ4|TRAF4_HUMAN,,,6
P0CJ78|ZN865_HUMAN,,,1
O14964|HGS_HUMAN,,,15
O00463|TRAF5_HUMAN,,,6
Q9Y6K5|OAS3_HUMAN,,,10
Q9NX58|LYAR_HUMAN,,,10
Q9ULW2|FZD10_HUMAN,,,1
Q9Y5L2|HLPDA_HUMAN,,,1
P01579|IFNG_HUMAN,,,1
Q01196|RUNX1_HUMAN,,,1
P57740|NU107_HUMAN,,,14
Q7Z3B4|NUP54_HUMAN,,,14
Q53GS7|GLE1_HUMAN,,,14
P01116|RASK_HUMAN,,,9
Q9NZN8|CNOT2_HUMAN,,,7
Q5TC82|RC3H1_HUMAN,,,15
Q9HCJ0|TNR6C_HUMAN,,,7
Q9UHA4|LTOR3_HUMAN,,,2
Q9BYD1|RM13_HUMAN,,,2
Q8TCC3|RM30_HUMAN,,,2
Q9NZE8|RM35_HUMAN,,,2
P05109|S10A8_HUMAN,,,19
Q9BQE3|TBA1C_HUMAN,,,19
Q8WY54|PPM1E_HUMAN,,,12
Q8IXL7|MSRB3_HUMAN,,,12
P05814|CASB_HUMAN,,,17
Q9NZJ0|DTL_HUMAN,,,17
P16520|GBB3_HUMAN,,,0
P50148|GNAQ_HUMAN,,,0
P63211|GBG1_HUMAN,,,0
Q8WUD6|CHPT1_HUMAN,,,2
P45974|UBP5_HUMAN,,,15
Q9NYL9|TMOD3_HUMAN,,,13
O95747|OXSR1_HUMAN,,,8
P60174|TPIS_HUMAN,,,25
O43390|HNRPR_HUMAN,,,10
Q15116|PDCD1_HUMAN,,,3
Q29974|2B1G_HUMAN,,,3
P09104|ENOG_HUMAN,,,25
P52565|GDIR1_HUMAN,,,25
P27797|CALR_HUMAN,,,13
C9JRZ8|AK1BF_HUMAN,,,25
O00471|EXOC5_HUMAN,,,6
Q99622|C10_HUMAN,,,25
P21399|ACOC_HUMAN,,,25
Q14686|NCOA6_HUMAN,,,1
Q12888|TP53B_HUMAN,,,1
Q9ULM3|YETS2_HUMAN,,,1
P28370|SMCA1_HUMAN,,,1
Q9H0E3|SP130_HUMAN,,,1
Q96L91|EP400_HUMAN,,,1
P35226|BMI1_HUMAN,,,1
P48431|SOX2_HUMAN,,,1
Q9Y3E0|GOT1B_HUMAN,,,2
Q15907|RB11B_HUMAN,,,2
P46063|RECQ1_HUMAN,,,1
P51572|BAP31_HUMAN,,,2
Q9NVH1|DJC11_HUMAN,,,2
Q13546|RIPK1_HUMAN,,,6
Q9Y3C8|UFC1_HUMAN,,,25
Q14008|CKAP5_HUMAN,,,4
Q9Y281|COF2_HUMAN,,,13
Q7L1Q6|BZW1_HUMAN,,,25
Q99729|ROAA_HUMAN,,,10
P18085|ARF4_HUMAN,,,25
Q8TF05|PP4R1_HUMAN,,,19
P13804|ETFA_HUMAN,,,2
Q9UGJ0|AAKG2_HUMAN,,,12
P13807|GYS1_HUMAN,,,13
Q8NFW8|NEUA_HUMAN,,,13
Q96PQ1|SIG12_HUMAN,,,3
Q9GZX7|AICDA_HUMAN,,,10
P52292|IMA1_HUMAN,,,1
Q15286|RAB35_HUMAN,,,2
Q4VCS5|AMOT_HUMAN,,,4
P12074|CX6A1_HUMAN,,,2
Q8WYQ3|CHC10_HUMAN,,,2
O75208|COQ9_HUMAN,,,2
Q13242|SRSF9_HUMAN,,,10
Q13247|SRSF6_HUMAN,,,10
Q07955|SRSF1_HUMAN,,,10
Q8N5G0|SMI20_HUMAN,,,10
Q9NVK5|FGOP2_HUMAN,,,19
O15260|SURF4_HUMAN,,,10
Q6PHW0|IYD1_HUMAN,,,15
Q96HY6|DDRGK_HUMAN,,,2
Q9P0S9|TM14C_HUMAN,,,2
Q15005|SPCS2_HUMAN,,,2
Q9Y294|ASF1A_HUMAN,,,1
Q9NPG3|UBN1_HUMAN,,,1
Q8N6H7|ARFG2_HUMAN,,,25
Q6ZU65|UBN2_HUMAN,,,1
Q9NQE9|HINT3_HUMAN,,,2
Q9UKT4|FBX5_HUMAN,,,20
Q16763|UBE2S_HUMAN,,,20
P29972|AQP1_HUMAN,,,20
Q9HB96|FANCE_HUMAN,,,20
Q8N2Z9|CENPS_HUMAN,,,20
P30520|PURA2_HUMAN,,,25
P15336|ATF2_HUMAN,,,1
O75676|KS6A4_HUMAN,,,12
Q9NZL6|RGL1_HUMAN,,,3
Q9HAT8|PELI2_HUMAN,,,6
O60271|JIP4_HUMAN,,,12
Q9H3D4|P63_HUMAN,,,1
P60763|RAC3_HUMAN,,,1
P29323|EPHB2_HUMAN,,,3
Q8WYK2|JDP2_HUMAN,,,1
P60983|GMFB_HUMAN,,,0
Q02078|MEF2A_HUMAN,,,1
P85037|FOXK1_HUMAN,,,1
O43639|NCK2_HUMAN,,,3
P30304|MPIP1_HUMAN,,,12
Q9Y272|RASD1_HUMAN,,,0
P19634|SL9A1_HUMAN,,,19
P14598|NCF1_HUMAN,,,3
P55064|AQP5_HUMAN,,,12
P07949|RET_HUMAN,,,3
Q15208|STK38_HUMAN,,,15
P61326|MGN_HUMAN,,,10
P42345|MTOR_HUMAN,,,8
Q9BWU1|CDK19_HUMAN,,,21
P25205|MCM3_HUMAN,,,1
O60318|GANP_HUMAN,,,14
Q9H4L4|SENP3_HUMAN,,,10
P37198|NUP62_HUMAN,,,14
Q99814|EPAS1_HUMAN,,,1
Q12905|ILF2_HUMAN,,,10
Q16665|HIF1A_HUMAN,,,1
Q08945|SSRP1_HUMAN,,,1
Q9Y570|PPME1_HUMAN,,,25
P09884|DPOLA_HUMAN,,,1
P80108|PHLD_HUMAN,,,19
P06727|APOA4_HUMAN,,,7
P17900|SAP3_HUMAN,,,2
P05187|PPB1_HUMAN,,,2
P30085|KCY_HUMAN,,,15
Q9UQP3|TENN_HUMAN,,,5
P25398|RS12_HUMAN,,,10
P61313|RL15_HUMAN,,,10
P30044|PRDX5_HUMAN,,,25
Q9BUG6|ZSA5A_HUMAN,,,1
P58062|ISK7_HUMAN,,,13
P41091|IF2G_HUMAN,,,10
Q9HC52|CBX8_HUMAN,,,1
O75496|GEMI_HUMAN,,,1
Q5VZL5|ZMYM4_HUMAN,,,1
P51149|RAB7A_HUMAN,,,2
Q9P267|MBD5_HUMAN,,,15
Q13126|MTAP_HUMAN,,,25
O15355|PPM1G_HUMAN,,,15
P14550|AK1A1_HUMAN,,,25
P29033|CXB2_HUMAN,,,2
O00635|TRI38_HUMAN,,,6
P54652|HSP72_HUMAN,,,19
O43167|ZBT24_HUMAN,,,10
Q96RG2|PASK_HUMAN,,,19
Q92562|FIG4_HUMAN,,,13
Q9NQ87|HEYL_HUMAN,,,1
P19484|TFEB_HUMAN,,,2
Q9HC35|EMAL4_HUMAN,,,19
Q13895|BYST_HUMAN,,,10
Q9H9Z2|LN28A_HUMAN,,,10
Q13206|DDX10_HUMAN,,,10
Q9ULX3|NOB1_HUMAN,,,10
P49674|KC1E_HUMAN,,,4
Q96PD4|IL17F_HUMAN,,,1
Q04864|REL_HUMAN,,,19
P33076|C2TA_HUMAN,,,1
Q9ULW3|ABT1_HUMAN,,,10
P52435|RPB11_HUMAN,,,21
O00268|TAF4_HUMAN,,,1
O15446|RPA34_HUMAN,,,21
Q13127|REST_HUMAN,,,1
Q15543|TAF13_HUMAN,,,1
Q8NI51|CTCFL_HUMAN,,,19
Q9P2I0|CPSF2_HUMAN,,,21
P29375|KDM5A_HUMAN,,,1
P29084|T2EB_HUMAN,,,21
Q9H467|CUED2_HUMAN,,,20
Q99967|CITE2_HUMAN,,,1
P42858|HD_HUMAN,,,2
Q13308|PTK7_HUMAN,,,3
O43598|DNPH1_HUMAN,,,25
Q96KP1|EXOC2_HUMAN,,,6
Q9UHD2|TBK1_HUMAN,,,6
O60645|EXOC3_HUMAN,,,6
A6NGC4|TLCD2_HUMAN,,,8
Q9Y3B3|TMED7_HUMAN,,,6
Q9UBS3|DNJB9_HUMAN,,,19
O95711|LY86_HUMAN,,,6
