Id,Label,timeset,modularity_class
A1X283|SPD2B_HUMAN,,,3
Q8IUX4|ABC3F_HUMAN,,,19
Q7RTY0|MOT13_HUMAN,,,2
P98155|VLDLR_HUMAN,,,7
Q96AM1|MRGRF_HUMAN,,,2
Q8IVH2|FOXP4_HUMAN,,,1
O15409|FOXP2_HUMAN,,,1
O95149|SPN1_HUMAN,,,10
Q5T9S5|CCD18_HUMAN,,,4
P09341|GROA_HUMAN,,,0
O43663|PRC1_HUMAN,,,1
Q9UHQ1|NARF_HUMAN,,,14
Q99593|TBX5_HUMAN,,,1
O95967|FBLN4_HUMAN,,,7
Q6NVH7|SWAP1_HUMAN,,,11
Q08ER8|ZN543_HUMAN,,,11
Q9BUB4|ADAT1_HUMAN,,,0
Q96JY0|MAEL_HUMAN,,,10
Q5JRK9|GGEE3_HUMAN,,,10
Q969S3|ZN622_HUMAN,,,10
Q9UI10|EI2BD_HUMAN,,,10
Q9UL54|TAOK2_HUMAN,,,19
Q5JRV8|T255A_HUMAN,,,12
Q14681|KCTD2_HUMAN,,,12
Q9UBY9|HSPB7_HUMAN,,,13
Q9Y5Q3|MAFB_HUMAN,,,1
Q7L576|CYFP1_HUMAN,,,3
Q8N8J7|CD032_HUMAN,,,2
Q92629|SGCD_HUMAN,,,2
Q7L9L4|MOB1B_HUMAN,,,19
Q8IV04|TB10C_HUMAN,,,0
Q96LZ3|CANB2_HUMAN,,,3
Q9BXA7|TSSK1_HUMAN,,,19
Q7L8A9|VASH1_HUMAN,,,19
Q06136|KDSR_HUMAN,,,2
Q8N201|INT1_HUMAN,,,21
Q9NVR2|INT10_HUMAN,,,21
Q9UBN6|TR10D_HUMAN,,,6
P78556|CCL20_HUMAN,,,6
Q9H3U7|SMOC2_HUMAN,,,1
P0C2W1|FBSP1_HUMAN,,,1
Q8NH73|OR4S2_HUMAN,,,2
Q96E14|RMI2_HUMAN,,,20
Q08170|SRSF4_HUMAN,,,10
Q9NQ31|AKIP1_HUMAN,,,7
Q9BQ04|RBM4B_HUMAN,,,10
P04553|HSP1_HUMAN,,,10
Q5SWW7|CJ055_HUMAN,,,15
O43291|SPIT2_HUMAN,,,7
Q6UWP7|LCLT1_HUMAN,,,4
O75469|NR1I2_HUMAN,,,1
Q12894|IFRD2_HUMAN,,,10
Q86XE0|SNX32_HUMAN,,,15
Q5VWJ9|SNX30_HUMAN,,,3
O14737|PDCD5_HUMAN,,,19
Q9UBJ2|ABCD2_HUMAN,,,2
Q8IWQ3|BRSK2_HUMAN,,,12
P37235|HPCL1_HUMAN,,,4
Q9H0W7|THAP2_HUMAN,,,1
Q8TAA9|VANG1_HUMAN,,,12
Q3B7T1|EDRF1_HUMAN,,,19
Q96H96|COQ2_HUMAN,,,2
Q8TDX6|CGAT1_HUMAN,,,10
Q9NZH0|GPC5B_HUMAN,,,2
A2RU67|K1467_HUMAN,,,10
Q16527|CSRP2_HUMAN,,,1
Q8WXG6|MADD_HUMAN,,,6
P08174|DAF_HUMAN,,,2
O43491|E41L2_HUMAN,,,12
Q9UK23|NAGPA_HUMAN,,,13
Q96J65|MRP9_HUMAN,,,15
Q4V328|GRAP1_HUMAN,,,13
Q9Y2W7|CSEN_HUMAN,,,0
P30291|WEE1_HUMAN,,,12
O60716|CTND1_HUMAN,,,3
Q14517|FAT1_HUMAN,,,19
P41146|OPRX_HUMAN,,,0
P08588|ADRB1_HUMAN,,,0
P78539|SRPX_HUMAN,,,15
Q5H9S7|DCA17_HUMAN,,,17
Q9H0B6|KLC2_HUMAN,,,12
Q8IWF6|DEN6A_HUMAN,,,9
Q8WV41|SNX33_HUMAN,,,3
Q9H900|ZWILC_HUMAN,,,11
Q92805|GOGA1_HUMAN,,,2
P09488|GSTM1_HUMAN,,,4
O15020|SPTN2_HUMAN,,,13
Q8TAM2|TTC8_HUMAN,,,19
P18669|PGAM1_HUMAN,,,25
O95861|BPNT1_HUMAN,,,25
Q96T23|RSF1_HUMAN,,,1
Q96A44|SPSB4_HUMAN,,,17
Q9NQI0|DDX4_HUMAN,,,17
Q0D2K0|NIPA4_HUMAN,,,5
Q15834|CC85B_HUMAN,,,13
Q9NYK6|EURL_HUMAN,,,13
P12034|FGF5_HUMAN,,,3
O43240|KLK10_HUMAN,,,2
Q5T9A4|ATD3B_HUMAN,,,2
Q8NF64|ZMIZ2_HUMAN,,,1
Q8WXK3|ASB13_HUMAN,,,17
Q9NZR4|VSX1_HUMAN,,,1
Q9H171|ZBP1_HUMAN,,,1
Q68DK7|MSL1_HUMAN,,,1
Q9Y2V2|CHSP1_HUMAN,,,25
Q9P2K5|MYEF2_HUMAN,,,2
P46926|GNPI1_HUMAN,,,25
Q8N136|DAW1_HUMAN,,,10
Q96G46|DUS3L_HUMAN,,,15
Q8IW45|NNRD_HUMAN,,,25
Q8TDQ0|HAVR2_HUMAN,,,3
Q9UQQ2|SH2B3_HUMAN,,,3
P20930|FILA_HUMAN,,,3
Q00341|VIGLN_HUMAN,,,15
Q6P161|RM54_HUMAN,,,2
Q8TE77|SSH3_HUMAN,,,13
P13727|PRG2_HUMAN,,,19
Q7KYR7|BT2A1_HUMAN,,,9
P84095|RHOG_HUMAN,,,3
Q96IK1|BOD1_HUMAN,,,9
Q8TCN5|ZN507_HUMAN,,,13
O60733|PLPL9_HUMAN,,,0
Q13470|TNK1_HUMAN,,,13
P49006|MRP_HUMAN,,,2
Q70CQ2|UBP34_HUMAN,,,15
Q7L0Y3|MRRP1_HUMAN,,,2
Q9BRQ8|AIFM2_HUMAN,,,2
Q14118|DAG1_HUMAN,,,3
Q16621|NFE2_HUMAN,,,12
P56377|AP1S2_HUMAN,,,13
Q6UVK1|CSPG4_HUMAN,,,3
Q9H582|ZN644_HUMAN,,,1
O75970|MPDZ_HUMAN,,,3
Q96CU9|FXRD1_HUMAN,,,2
Q5BKZ1|ZN326_HUMAN,,,10
Q9NP66|HM20A_HUMAN,,,1
Q01101|INSM1_HUMAN,,,1
Q6ZMU5|TRI72_HUMAN,,,15
Q92688|AN32B_HUMAN,,,13
Q16619|CTF1_HUMAN,,,3
Q96RR4|KKCC2_HUMAN,,,0
Q6ICB4|SESQ2_HUMAN,,,13
Q8N8R5|CB069_HUMAN,,,12
P46734|MP2K3_HUMAN,,,12
Q9NNW5|WDR6_HUMAN,,,12
Q9HAP2|MLXIP_HUMAN,,,8
Q86YS3|RFIP4_HUMAN,,,2
Q13641|TPBG_HUMAN,,,10
Q8IUC8|GLT13_HUMAN,,,10
O75716|STK16_HUMAN,,,2
O60656|UD19_HUMAN,,,2
P61457|PHS_HUMAN,,,25
P18089|ADA2B_HUMAN,,,11
P01229|LSHB_HUMAN,,,0
Q96A54|ADR1_HUMAN,,,2
Q08828|ADCY1_HUMAN,,,0
Q5TF39|NAGT1_HUMAN,,,0
O43660|PLRG1_HUMAN,,,10
Q9UBE8|NLK_HUMAN,,,1
Q8NEF9|SRFB1_HUMAN,,,10
O14514|BAI1_HUMAN,,,0
O94812|BAIP3_HUMAN,,,0
O75323|NIPS2_HUMAN,,,15
O43314|VIP2_HUMAN,,,14
Q9Y5W7|SNX14_HUMAN,,,2
Q9NVH0|EXD2_HUMAN,,,1
Q8N895|ZN366_HUMAN,,,1
Q9NWN3|FBX34_HUMAN,,,17
Q96Q45|TM237_HUMAN,,,7
Q96QE3|ATAD5_HUMAN,,,15
B2RXH8|HNRC2_HUMAN,,,10
O60930|RNH1_HUMAN,,,2
Q9BZ23|PANK2_HUMAN,,,12
Q9H2U1|DHX36_HUMAN,,,10
P49917|DNLI4_HUMAN,,,1
P16050|LOX15_HUMAN,,,14
Q9GZZ7|GFRA4_HUMAN,,,23
O60542|PSPN_HUMAN,,,23
Q9UBQ7|GRHPR_HUMAN,,,25
Q8N3J3|CQ053_HUMAN,,,20
P20151|KLK2_HUMAN,,,7
Q60I27|AL2CL_HUMAN,,,2
Q9NYA1|SPHK1_HUMAN,,,6
Q8N3E9|PLCD3_HUMAN,,,1
O43805|SSNA1_HUMAN,,,25
O95336|6PGL_HUMAN,,,25
Q9Y575|ASB3_HUMAN,,,17
Q2NKJ3|CTC1_HUMAN,,,1
P47881|OR3A1_HUMAN,,,3
Q9UBC5|MYO1A_HUMAN,,,13
Q96LW4|PRIPO_HUMAN,,,1
Q96KA5|CLP1L_HUMAN,,,2
Q9BQQ3|GORS1_HUMAN,,,2
Q13064|MKRN3_HUMAN,,,15
Q8NDT2|RB15B_HUMAN,,,10
P02746|C1QB_HUMAN,,,7
P02747|C1QC_HUMAN,,,7
P55198|AF17_HUMAN,,,1
Q8NDF8|PAPD5_HUMAN,,,0
Q9NRZ5|PLCD_HUMAN,,,2
Q96T51|RUFY1_HUMAN,,,3
P07288|KLK3_HUMAN,,,3
Q8IWA0|WDR75_HUMAN,,,10
O75037|KI21B_HUMAN,,,21
Q14157|UBP2L_HUMAN,,,2
Q9H0R5|GBP3_HUMAN,,,6
Q2KJY2|KI26B_HUMAN,,,0
Q9NYV4|CDK12_HUMAN,,,10
Q6P2P2|ANM9_HUMAN,,,15
P02679|FIBG_HUMAN,,,7
P49418|AMPH_HUMAN,,,13
Q86SZ2|TPC6B_HUMAN,,,11
O15534|PER1_HUMAN,,,19
Q2TAC2|CCD57_HUMAN,,,4
Q9H7P9|PKHG2_HUMAN,,,0
Q5JSP0|FGD3_HUMAN,,,12
P10911|MCF2_HUMAN,,,3
Q9Y473|ZN175_HUMAN,,,4
P14384|CBPM_HUMAN,,,13
Q9UBH6|XPR1_HUMAN,,,2
P51805|PLXA3_HUMAN,,,1
Q9NXL9|MCM9_HUMAN,,,1
Q9UJA3|MCM8_HUMAN,,,1
P16389|KCNA2_HUMAN,,,0
P86791|CCZ1_HUMAN,,,19
Q9BZF9|UACA_HUMAN,,,13
Q9NVR0|KLH11_HUMAN,,,0
Q99576|T22D3_HUMAN,,,1
P28827|PTPRM_HUMAN,,,3
Q9H0E2|TOLIP_HUMAN,,,15
Q68D91|MBLC2_HUMAN,,,0
Q969P0|IGSF8_HUMAN,,,3
Q8N9W6|BOLL_HUMAN,,,25
Q6PIV2|FOXR1_HUMAN,,,1
Q13478|IL18R_HUMAN,,,6
Q5T0T0|MARH8_HUMAN,,,15
Q5T8D3|ACBD5_HUMAN,,,2
Q9NV31|IMP3_HUMAN,,,10
Q58DX5|NADL2_HUMAN,,,0
Q9BYJ1|LOXE3_HUMAN,,,7
O15123|ANGP2_HUMAN,,,3
Q15389|ANGP1_HUMAN,,,3
P27816|MAP4_HUMAN,,,19
Q9H3P2|NELFA_HUMAN,,,21
Q15572|TAF1C_HUMAN,,,1
P07199|CENPB_HUMAN,,,1
Q9UHF4|I20RA_HUMAN,,,0
Q6UXL0|I20RB_HUMAN,,,0
P25101|EDNRA_HUMAN,,,0
Q8IUD6|RN135_HUMAN,,,2
Q9Y6B2|EID1_HUMAN,,,15
Q96F15|GIMA5_HUMAN,,,6
P07098|LIPG_HUMAN,,,6
Q5GAN3|RNS13_HUMAN,,,3
P27169|PON1_HUMAN,,,7
A7MCY6|TBKB1_HUMAN,,,6
Q6UB28|MAP12_HUMAN,,,3
Q8IZU0|FAM9B_HUMAN,,,2
B2RV13|CQ105_HUMAN,,,7
Q14CZ7|FAKD3_HUMAN,,,2
Q99698|LYST_HUMAN,,,12
O60783|RT14_HUMAN,,,10
Q9Y450|HBS1L_HUMAN,,,10
Q15477|SKIV2_HUMAN,,,10
Q53HC5|KLH26_HUMAN,,,19
P11215|ITAM_HUMAN,,,3
Q53QW1|CB057_HUMAN,,,1
Q92523|CPT1B_HUMAN,,,1
Q3B8N2|LEG9B_HUMAN,,,3
Q8NET8|TRPV3_HUMAN,,,12
Q8N983|RM43_HUMAN,,,2
Q6PCB5|RSBNL_HUMAN,,,0
P83110|HTRA3_HUMAN,,,7
Q8IYB4|PEX5R_HUMAN,,,3
Q9Y5T4|DJC15_HUMAN,,,2
P13796|PLSL_HUMAN,,,25
P52630|STAT2_HUMAN,,,3
Q9H9E3|COG4_HUMAN,,,11
Q96HN2|SAHH3_HUMAN,,,15
Q8NE31|FA13C_HUMAN,,,15
Q8NHL6|LIRB1_HUMAN,,,3
P30511|HLAF_HUMAN,,,3
O75369|FLNB_HUMAN,,,13
Q9H9D4|ZN408_HUMAN,,,12
Q8N302|AGGF1_HUMAN,,,10
O60641|AP180_HUMAN,,,13
Q9NPG1|FZD3_HUMAN,,,3
P11686|PSPC_HUMAN,,,12
Q6BEB4|SP5_HUMAN,,,12
Q8N8N0|RN152_HUMAN,,,8
Q9UBZ4|APEX2_HUMAN,,,1
Q8NEH6|MNS1_HUMAN,,,17
Q86X95|CIR1_HUMAN,,,10
Q8N6D2|RN182_HUMAN,,,15
Q9UKJ5|CHIC2_HUMAN,,,0
P08908|5HT1A_HUMAN,,,0
Q8N8S7|ENAH_HUMAN,,,3
O14490|DLGP1_HUMAN,,,0
Q9BQ13|KCD14_HUMAN,,,2
Q9Y483|MTF2_HUMAN,,,1
Q13227|GPS2_HUMAN,,,1
Q8NBW4|S38A9_HUMAN,,,8
Q9H1P3|OSBL2_HUMAN,,,15
Q9BQ66|KR412_HUMAN,,,9
Q6Y2X3|DJC14_HUMAN,,,2
Q6DKI7|PVRIG_HUMAN,,,4
Q96AE7|TTC17_HUMAN,,,4
Q9C0D2|CE295_HUMAN,,,4
Q9P2R3|ANFY1_HUMAN,,,15
P14222|PERF_HUMAN,,,13
Q13496|MTM1_HUMAN,,,0
Q9Y2H0|DLGP4_HUMAN,,,0
Q9H094|NBPF3_HUMAN,,,14
P80365|DHI2_HUMAN,,,1
Q3SXM5|HSDL1_HUMAN,,,2
Q8N196|SIX5_HUMAN,,,2
O00244|ATOX1_HUMAN,,,25
Q8IVL5|P3H2_HUMAN,,,10
Q9NTM9|CUTC_HUMAN,,,1
Q9HAZ1|CLK4_HUMAN,,,10
Q9UDV7|ZN282_HUMAN,,,10
Q8IUR0|TPPC5_HUMAN,,,11
Q2NKX8|ERC6L_HUMAN,,,20
P42081|CD86_HUMAN,,,3
O75717|WDHD1_HUMAN,,,1
Q9Y4D7|PLXD1_HUMAN,,,20
Q9H3S1|SEM4A_HUMAN,,,3
Q96CX2|KCD12_HUMAN,,,9
Q9Y223|GLCNE_HUMAN,,,9
Q8WXW3|PIBF1_HUMAN,,,4
O95470|SGPL1_HUMAN,,,2
Q99829|CPNE1_HUMAN,,,25
Q8N307|MUC20_HUMAN,,,19
Q96BT7|ALKB8_HUMAN,,,19
Q8WUK0|PTPM1_HUMAN,,,2
Q96FZ7|CHMP6_HUMAN,,,15
Q9Y305|ACOT9_HUMAN,,,15
Q12974|TP4A2_HUMAN,,,9
Q8N414|PGBD5_HUMAN,,,2
Q8IV20|LACC1_HUMAN,,,1
Q8N488|RYBP_HUMAN,,,1
Q9BUL9|RPP25_HUMAN,,,5
P78346|RPP30_HUMAN,,,5
Q9UNT1|RBL2B_HUMAN,,,15
Q5T5C0|STXB5_HUMAN,,,11
Q8N3L3|TXLNB_HUMAN,,,4
Q5VU43|MYOME_HUMAN,,,4
A6NHQ4|CQ096_HUMAN,,,3
Q7Z3T8|ZFY16_HUMAN,,,13
Q9H8H2|DDX31_HUMAN,,,10
Q12768|STRUM_HUMAN,,,15
C4AMC7|WASH3_HUMAN,,,15
P33032|MC5R_HUMAN,,,12
Q9NQX5|NPDC1_HUMAN,,,1
Q9NUP1|BL1S4_HUMAN,,,4
Q8TDH9|BL1S5_HUMAN,,,4
Q6QNY1|BL1S2_HUMAN,,,4
Q9BZQ6|EDEM3_HUMAN,,,5
Q96HT8|MR1L1_HUMAN,,,4
P35613|BASI_HUMAN,,,11
P17405|ASM_HUMAN,,,6
Q9HBA0|TRPV4_HUMAN,,,3
Q92737|RSLAA_HUMAN,,,25
Q15061|WDR43_HUMAN,,,10
Q6PEY2|TBA3E_HUMAN,,,19
Q6P4R8|NFRKB_HUMAN,,,1
Q9NVE4|CCD87_HUMAN,,,1
Q15014|MO4L2_HUMAN,,,1
Q96IP4|FA46A_HUMAN,,,2
Q14593|ZN273_HUMAN,,,2
Q9H765|ASB8_HUMAN,,,17
Q8NC96|NECP1_HUMAN,,,13
P21953|ODBB_HUMAN,,,2
Q9Y605|MOFA1_HUMAN,,,1
Q8N8E2|ZN513_HUMAN,,,10
Q96M63|CC114_HUMAN,,,17
P11277|SPTB1_HUMAN,,,13
O43173|SIA8C_HUMAN,,,3
Q9NRG1|PRDC1_HUMAN,,,25
Q9H063|MAF1_HUMAN,,,21
O14756|H17B6_HUMAN,,,2
P20671|H2A1D_HUMAN,,,10
Q8N461|FXL16_HUMAN,,,11
Q9UM19|HPCL4_HUMAN,,,11
Q14746|COG2_HUMAN,,,11
P16383|GCFC2_HUMAN,,,10
Q6NSX1|CCD70_HUMAN,,,2
Q8NBQ7|AQP11_HUMAN,,,3
P01210|PENK_HUMAN,,,20
Q8IUI8|CRLF3_HUMAN,,,19
Q8TCE9|PPL13_HUMAN,,,19
Q8IYD1|ERF3B_HUMAN,,,15
Q9NZ56|FMN2_HUMAN,,,9
Q562R1|ACTBL_HUMAN,,,13
Q6Q0C0|TRAF7_HUMAN,,,15
Q86YZ3|HORN_HUMAN,,,10
P61225|RAP2B_HUMAN,,,3
Q92565|RPGF5_HUMAN,,,3
Q53TN4|CYBR1_HUMAN,,,13
Q9H9G7|AGO3_HUMAN,,,19
Q86XF0|DYRL1_HUMAN,,,7
Q8NH43|OR4L1_HUMAN,,,19
Q96A72|MGN2_HUMAN,,,10
Q99618|CDCA3_HUMAN,,,21
Q9UDY8|MALT1_HUMAN,,,6
Q9NYL2|MLTK_HUMAN,,,12
Q9UBI4|STML1_HUMAN,,,21
P59046|NAL12_HUMAN,,,19
Q96C36|P5CR2_HUMAN,,,20
Q9Y6W8|ICOS_HUMAN,,,6
O75144|ICOSL_HUMAN,,,6
P23434|GCSH_HUMAN,,,5
Q7LFX5|CHSTF_HUMAN,,,2
Q9UK17|KCND3_HUMAN,,,19
P25025|CXCR2_HUMAN,,,0
Q6P1M3|L2GL2_HUMAN,,,12
O75525|KHDR3_HUMAN,,,10
Q9NXT0|ZN586_HUMAN,,,3
A1A580|KR231_HUMAN,,,19
Q9NUL5|CS066_HUMAN,,,3
Q6P1J6|PLB1_HUMAN,,,3
Q86YS6|RAB43_HUMAN,,,2
O75880|SCO1_HUMAN,,,2
Q9NXF7|DCA16_HUMAN,,,17
Q8N6N3|CA052_HUMAN,,,15
Q7L5A3|F214B_HUMAN,,,0
P08172|ACM2_HUMAN,,,0
O75608|LYPA1_HUMAN,,,25
Q9NY25|CLC5A_HUMAN,,,2
P78316|NOP14_HUMAN,,,10
Q96MT8|CEP63_HUMAN,,,4
P09525|ANXA4_HUMAN,,,2
Q5T6S3|PHF19_HUMAN,,,1
Q9H9A6|LRC40_HUMAN,,,25
Q96A32|MLRS_HUMAN,,,1
Q9Y4L1|HYOU1_HUMAN,,,19
Q92833|JARD2_HUMAN,,,1
O95372|LYPA2_HUMAN,,,25
Q8N3A8|PARP8_HUMAN,,,12
Q02742|GCNT1_HUMAN,,,13
Q9UBT7|CTNL1_HUMAN,,,12
P18545|CNRG_HUMAN,,,3
Q17R89|RHG44_HUMAN,,,3
P55039|DRG2_HUMAN,,,17
O95208|EPN2_HUMAN,,,13
Q8NGH3|OR2D3_HUMAN,,,1
Q96G75|RMD5B_HUMAN,,,15
O95900|TRUB2_HUMAN,,,2
P20807|CAN3_HUMAN,,,13
Q15848|ADIPO_HUMAN,,,13
Q9BYT3|STK33_HUMAN,,,19
P53805|RCAN1_HUMAN,,,0
Q9UJT1|TBD_HUMAN,,,15
O43896|KIF1C_HUMAN,,,12
Q9H6S3|ES8L2_HUMAN,,,3
Q03519|TAP2_HUMAN,,,3
P35555|FBN1_HUMAN,,,7
P15813|CD1D_HUMAN,,,3
Q96BR9|ZBT8A_HUMAN,,,12
Q9NUQ3|TXLNG_HUMAN,,,6
Q96F46|I17RA_HUMAN,,,6
Q5VX71|SUSD4_HUMAN,,,7
Q16552|IL17_HUMAN,,,6
Q9HC44|GPBL1_HUMAN,,,7
O60512|B4GT3_HUMAN,,,2
P05496|AT5G1_HUMAN,,,2
Q8N5U0|CK042_HUMAN,,,15
Q9Y5S2|MRCKB_HUMAN,,,15
Q86WZ6|ZN227_HUMAN,,,4
P21452|NK2R_HUMAN,,,0
Q92563|TICN2_HUMAN,,,7
Q8NFZ5|TNIP2_HUMAN,,,6
Q8NBT2|SPC24_HUMAN,,,20
Q9BTY7|HGH1_HUMAN,,,15
P50876|R144A_HUMAN,,,1
O15466|SIA8E_HUMAN,,,0
Q9NZV5|SELN_HUMAN,,,0
Q06495|NPT2A_HUMAN,,,19
Q2WGJ6|KLH38_HUMAN,,,19
O14977|AZIN1_HUMAN,,,12
P54368|OAZ1_HUMAN,,,12
Q15334|L2GL1_HUMAN,,,12
Q969J3|L12R1_HUMAN,,,4
Q5T0J7|TEX35_HUMAN,,,4
Q96PD2|DCBD2_HUMAN,,,3
Q9NPR2|SEM4B_HUMAN,,,3
Q8NE28|STKL1_HUMAN,,,10
Q9H8Y5|ANKZ1_HUMAN,,,10
Q9Y250|LZTS1_HUMAN,,,4
Q8WYJ6|SEPT1_HUMAN,,,13
Q14141|SEPT6_HUMAN,,,13
Q6ZU15|SEP14_HUMAN,,,13
P50221|MEOX1_HUMAN,,,15
Q8NB37|PDDC1_HUMAN,,,12
O43427|FIBP_HUMAN,,,19
Q5XPI4|RN123_HUMAN,,,5
Q8WXD0|RXFP2_HUMAN,,,5
Q96CB9|NSUN4_HUMAN,,,5
Q9BT88|SYT11_HUMAN,,,6
P55075|FGF8_HUMAN,,,3
P22607|FGFR3_HUMAN,,,3
Q9HCS2|CP4FC_HUMAN,,,19
Q6UW63|KDEL1_HUMAN,,,7
P50226|ST1A2_HUMAN,,,11
O60427|FADS1_HUMAN,,,7
Q9H936|GHC1_HUMAN,,,2
Q8NGJ4|O52E2_HUMAN,,,10
O94777|DPM2_HUMAN,,,0
Q9BZ72|PITM2_HUMAN,,,4
Q8N5U6|RNF10_HUMAN,,,15
O95490|LPHN2_HUMAN,,,3
Q9NQ76|MEPE_HUMAN,,,7
Q96MK3|FA20A_HUMAN,,,7
Q8IZL9|CDK20_HUMAN,,,5
Q9H8W4|PKHF2_HUMAN,,,6
Q9UI14|PRAF1_HUMAN,,,2
O15042|SR140_HUMAN,,,10
Q9NZD4|AHSP_HUMAN,,,3
Q16633|OBF1_HUMAN,,,1
O15393|TMPS2_HUMAN,,,1
Q9P212|PLCE1_HUMAN,,,3
Q5JPI3|CC038_HUMAN,,,19
Q9H773|DCTP1_HUMAN,,,25
Q7Z2T5|TRM1L_HUMAN,,,5
P49642|PRI1_HUMAN,,,1
Q53FE4|CD017_HUMAN,,,3
Q14964|RB39A_HUMAN,,,2
Q8WXA8|5HT3C_HUMAN,,,2
Q8NE00|TM104_HUMAN,,,2
Q49A26|GLYR1_HUMAN,,,10
O95153|RIMB1_HUMAN,,,0
Q9GZN7|ROGDI_HUMAN,,,2
Q14202|ZMYM3_HUMAN,,,1
Q9UH73|COE1_HUMAN,,,1
Q96EL1|F212A_HUMAN,,,2
Q86UY5|FA83A_HUMAN,,,13
O77932|DXO_HUMAN,,,10
Q2TAZ0|ATG2A_HUMAN,,,2
Q8WXB1|MT21A_HUMAN,,,19
Q9HCM2|PLXA4_HUMAN,,,3
Q8WXU2|DYXC1_HUMAN,,,19
P30203|CD6_HUMAN,,,3
Q4G0N8|SL9C1_HUMAN,,,4
Q8NA72|POC5_HUMAN,,,4
Q14554|PDIA5_HUMAN,,,10
Q8N7E2|ZN645_HUMAN,,,10
Q9NUC0|SRTD4_HUMAN,,,19
Q17R55|F187B_HUMAN,,,2
Q8NHP6|MSPD2_HUMAN,,,0
Q9HCY8|S10AE_HUMAN,,,3
Q12899|TRI26_HUMAN,,,6
P08709|FA7_HUMAN,,,7
O95416|SOX14_HUMAN,,,21
Q8IVW6|ARI3B_HUMAN,,,1
Q96ND0|F210A_HUMAN,,,0
Q9Y4C1|KDM3A_HUMAN,,,1
O00321|ETV2_HUMAN,,,1
Q8NFT6|DBF4B_HUMAN,,,10
Q5VYS8|TUT7_HUMAN,,,3
Q8N4Q0|ZADH2_HUMAN,,,3
Q92551|IP6K1_HUMAN,,,17
O95295|SNAPN_HUMAN,,,4
Q9ULW8|PADI3_HUMAN,,,12
Q96B45|CJ032_HUMAN,,,4
Q9UJ83|HACL1_HUMAN,,,2
Q8IUC1|KR111_HUMAN,,,19
Q8N7X4|MAGB6_HUMAN,,,15
Q9NWH9|SLTM_HUMAN,,,10
Q92949|FOXJ1_HUMAN,,,1
P32320|CDD_HUMAN,,,25
A6NHR9|SMHD1_HUMAN,,,15
Q9BYV6|TRI55_HUMAN,,,10
Q7Z2W7|TRPM8_HUMAN,,,10
Q96MC5|CP045_HUMAN,,,3
Q7L3S4|ZN771_HUMAN,,,10
Q96EK5|KBP_HUMAN,,,13
Q9BTT0|AN32E_HUMAN,,,15
P48509|CD151_HUMAN,,,3
Q8IYS0|GRM1C_HUMAN,,,6
Q01814|AT2B2_HUMAN,,,0
Q9Y535|RPC8_HUMAN,,,21
Q9NTX7|RN146_HUMAN,,,1
P04156|PRIO_HUMAN,,,3
Q19AV6|ZSWM7_HUMAN,,,19
P13686|PPA5_HUMAN,,,19
Q8N5I3|KCNRG_HUMAN,,,0
Q6ZMQ8|LMTK1_HUMAN,,,13
Q8WVT3|TPC12_HUMAN,,,11
Q7Z6L1|TCPR1_HUMAN,,,11
Q8WW35|TC1D2_HUMAN,,,4
Q8WVS4|WDR60_HUMAN,,,4
Q96EK2|PF21B_HUMAN,,,1
Q0D2I5|IFFO1_HUMAN,,,15
Q86SS6|SYT9_HUMAN,,,11
P61236|YPEL3_HUMAN,,,10
P17040|ZSC20_HUMAN,,,18
Q9UL58|ZN215_HUMAN,,,19
O43312|MTSS1_HUMAN,,,17
Q9Y4P1|ATG4B_HUMAN,,,15
Q8N3Y3|LARG2_HUMAN,,,7
O43505|B4GA1_HUMAN,,,7
Q8WU76|SCFD2_HUMAN,,,11
Q8IV63|VRK3_HUMAN,,,1
Q9Y586|MB212_HUMAN,,,1
Q9H4B6|SAV1_HUMAN,,,4
Q9NP73|ALG13_HUMAN,,,7
O43184|ADA12_HUMAN,,,3
Q9HC97|GPR35_HUMAN,,,12
O60500|NPHN_HUMAN,,,3
Q8WVR3|CG043_HUMAN,,,11
O43148|MCES_HUMAN,,,1
P51959|CCNG1_HUMAN,,,19
Q96HW7|INT4_HUMAN,,,21
P51797|CLCN6_HUMAN,,,19
Q9NUQ8|ABCF3_HUMAN,,,10
Q9Y228|T3JAM_HUMAN,,,19
P22492|H1T_HUMAN,,,1
Q96EY5|MB12A_HUMAN,,,15
Q02040|AK17A_HUMAN,,,10
Q7RTN6|STRAA_HUMAN,,,25
P10747|CD28_HUMAN,,,3
Q01543|FLI1_HUMAN,,,1
Q9Y3V2|RWDD3_HUMAN,,,1
Q9Y4B4|ARIP4_HUMAN,,,1
Q9UBS8|RNF14_HUMAN,,,15
O15013|ARHGA_HUMAN,,,2
Q86YW9|MD12L_HUMAN,,,21
Q8TCS8|PNPT1_HUMAN,,,2
Q96QE2|MYCT_HUMAN,,,19
Q8NDD1|CA131_HUMAN,,,10
Q5VUJ6|LRCH2_HUMAN,,,19
Q86U06|RBM23_HUMAN,,,10
Q9NYA4|MTMR4_HUMAN,,,8
Q8TF76|HASP_HUMAN,,,1
O60684|IMA7_HUMAN,,,1
P50579|MAP2_HUMAN,,,25
Q66K74|MAP1S_HUMAN,,,19
O14599|VCY2_HUMAN,,,5
Q9H4Z2|ZN335_HUMAN,,,1
Q9Y5I4|PCDC2_HUMAN,,,10
P43630|KI3L2_HUMAN,,,3
